_id,SYS_ID,APPLICATION_TYPE,IN_DATE,PLANNING_DISTRICT,WARD,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,REFERENCE_FILE,SUB_TYPE,WORK_TYPE,ZONING_REVIEW,ZONING_DESIGNATION,COMMUNITY,EMPLOYMENT_DISTRICT,DESCRIPTION,HEARING_DATE,TIME_OF_MEETING,MEETING_LOCATION,C_OF_A_DESCISION,ANYONE_OBJECT_AT_MEETING,APPEAL_EXPIRY_DATE,OMB_ORDER_DATE,OMB_DESCISION,NUMBER_OF_LOTS_CREATED,CONDITION_EXPIRY_DATE,STATUSDESC
1866961,5070768,CO,2022-03-14,Etobicoke York,03,20,DANIELS,ST, ,M8Y,B0013/22EYK,NA,Sever Lot,Zoning Review,RD & R2 (ZR),NA,NA,To obtain consent to sever the property into two undersized residential lots.,"Jul 20, 2023",1:00 p.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Aug 17, 2023",NA,NA,NA,"Jul 27, 2024",Conditional Consent
1866962,5072023,MV,2022-03-16,Etobicoke York,03,50,DELMA,DR, ,M8W,A0196/22EYK,AddAlt to Res <= 3 units with OTC,R Addition,Zoning Review,NA,NA,NA,"2 STOREY REAR ADDITION, SECOND FLOOR ADDITION, INTERIOR ALTERATION , NEW PORCH AND DECK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1866963,5072391,MV,2022-03-17,Etobicoke York,03,219,PARK LAWN,RD, ,M8Y,A0209/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f13.5; a510; d0.45) [ZC],NA,NA,"To construct a new rear covered deck, new front porch, and replacing the steps at the side door with a covered porch. ","Dec 8, 2022",1:00 p.m.,Virtual Hearing,Refused,NA,"Dec 28, 2022",NA,NA,NA,NA,TLAB Appeal
1866964,5072538,MV,2022-03-17,Scarborough,25,11,WILLOWLEA,DR, ,M1C,A0057/22SC,New Res dwellings <= 3 units,New R Building,Waiver,Residential Detached RD Zone (x692) & Single-Family Residential (S) Zone,Highland Creek Community,NA,To permit the existing dwelling to remain on a lot with new property boundaries. Cross Reference Consent Application No. B0010/22SC,"Mar 9, 2023",TBD,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Accepted
1866965,5072540,CO,2022-03-17,Scarborough,25,11,WILLOWLEA,DR, ,M1C,B0010/22SC,NA,Sever Lot,Preliminary Project Review,Residential Detached RD Zone (x692) & Single-Family Residential (S) Zone,Highland Creek Community,NA,"Consent Application to create 6 lots and a land parcel for the street extension of Bazalgette Drive. 3 of the lots are to be retained with the existing residential dwelling to remain on one of these lots fronting on Willowlea Drive. The two lots fronting on the proposed extension of Bazalgett Drive is to be proposed for a future lot addition to the existing western lots. The remaining 3 lots are proposed for conveyance. Each of these 3 residential lots are to have frontage on the proposed extension of Bazalgette Drive and are to be developed with a new detached dwelling. Cross-Reference Minor Variance Applications A0057/22SC, A0229/22SC, A0228/22SC and A0232/22SC.","Mar 9, 2023",TBD,Virtual Hearing,NA,NA,NA,NA,NA,5,NA,Accepted
1866966,5072681,CO,2022-03-17,Etobicoke York,03,80,TWENTY SEVENTH,ST, ,M8W,B0016/22EYK,NA,Sever Lot,Zoning Review,RD & RS (Waiver),NA,NA,To obtain consent to sever the property into two undersized residential lots.,"Nov 24, 2022",1:00 p.m.,Virtual Hearing,Refused,NA,"Dec 22, 2022",NA,NA,NA,NA,Closed
1866967,5072688,MV,2022-03-17,Etobicoke York,03,80,TWENTY SEVENTH,ST, ,M8W,A0190/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD & RS (Waiver),NA,NA,To construct a new detached dwelling with an attached garage.,"Nov 24, 2022",1:00 p.m.,Virtual Hearing,Refused,NA,"Dec 14, 2022",NA,NA,NA,NA,Closed
1866968,5072689,MV,2022-03-17,Etobicoke York,03,80,TWENTY SEVENTH,ST, ,M8W,A0191/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD & RS (Waiver),NA,NA,To construct a new detached dwelling with an attached garage.,"Nov 24, 2022",1:00 p.m.,Virtual Hearing,Refused,NA,"Dec 14, 2022",NA,NA,NA,NA,Closed
1866969,5072691,MV,2022-03-17,North York,18,400,HOLLYWOOD,AVE, ,M2N,A0210/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R4 / RD  [ZZC],North York,NA,Proposal for a new dwelling.,"Jun 9, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 29, 2022",NA,NA,NA,NA,TLAB Appeal
1866970,5072713,MV,2022-03-17,North York,18,400,HOLLYWOOD,AVE, ,M2N,A0211/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R4 / RD  [ZZC],North York,NA,Proposal to construct a new dwelling.,"Jun 9, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 29, 2022",NA,NA,NA,NA,TLAB Appeal
1866971,5073707,MV,2022-03-21,Etobicoke York,07,3,HERZBERG,GDNS, ,M3J,A0193/22EYK,All Other,Other,Zoning Review,RM (ZR),NA,NA,To permit a rooming house within the existing semi-detached dwelling.,NA,NA,NA,Deferred,NA,"May 25, 2022",NA,NA,NA,NA,Deferred
1866972,5073987,MV,2022-03-21,Etobicoke York,03,18,VILLA,RD, ,M8W,A0204/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD & RM1 (ZR),NA,NA,"To construct a second storey addition above the existing dwelling, a two-storey rear addition, and a new front porch. ","May 5, 2022",9:30 a.m.,Virtual Hearing,Refused,NA,"May 25, 2022",NA,NA,NA,NA,Closed
1866973,5075118,MV,2022-03-23,North York,16,78,TISDALE,AVE, ,M4A,A0205/22NY,All Other,Other,Zoning Waiver,RM1 [WAV],North York,NA,"Proposal to increase the number of dwelling units from 35 to 52, increase the height, revise the setbacks, and alter the parking to rear lane garage access. Revision to the previous draft plan of subdivision file 05 - 114052.","Jun 9, 2022",10:00 a.m.,Virtual Hearing,Refused,NA,"Jun 29, 2022",NA,NA,NA,NA,TLAB Appeal
1866974,5075730,CO,2022-03-24,North York,15,12,PEMBURY,AVE, ,M4N,B0015/22NY,NA,Sever Lot,Zoning Waiver,RD (f18.0; a690)(x864) [WAV],North York,NA,To obtain consent to sever the land into two residential lots.,"May 26, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 22, 2022",NA,NA,2,NA,Approved with Conditions
1866975,5076565,MV,2022-03-25,North York,18,50,FINCH,AVE,E,M2N,A0229/22NY,All Other,Other,Zoning Review,RM6(256 /  RA  [ZZC],North York,NA,Proposal to constuct a 10-storey mixed use building.,"Sep 22, 2022",2:00 p.m.,Virtual Hearing,Deferred,NA,"Oct 12, 2022",NA,NA,NA,NA,Hearing Scheduled
1866976,5077313,MV,2022-03-28,Toronto East York,11,26,ALBANY,AVE, ,M5R,A0376/22TEY,All Other,Other,Zoning Review,R(d1.0) (x900) Policy Area 1 (ZZC),Toronto,NA,"To construct a new ancillary structure (two-car detached garage) in the rear yard of the existing four-unit, semi-detached dwelling to replace two existing rear parking spaces.","Aug 17, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Sep 6, 2022",NA,NA,NA,NA,TLAB Appeal
1866977,5079004,MV,2022-03-31,Etobicoke York,07,3022,WESTON,RD, ,M9M,A0213/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Waiver,RD (f15.0; a550) (x5) [WAV],NA,NA,To legalize and to maintain the as built parking pad in the front yard.,"Feb 23, 2023",9:30 a.m.,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Postponed
1866978,5079143,MV,2022-03-31,Toronto East York,11,260,ST CLAIR,AVE,E,M4T,A0380/22TEY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,R (u2; d0.6) (x977),Toronto,NA,"To permit a front yard parking pad, abutting St. Clair Avenue East.",NA,NA,NA,Deferred,NA,"Aug 16, 2022",NA,NA,NA,NA,Deferred
1866979,5080355,CO,2022-04-04,Scarborough,22,5,LAMONT,AVE, ,M1S,B0012/22SC,NA,Sever Lot,Waiver,Residential Detached (RD) Zone (x271) & Single-Family Residential (S) Zone [ZW],Agincourt Community,NA,For a consent to sever the property into two residential lots (the retained lot and conveyed lot) with each lot to be developed with a new 2-storey detached dwelling. The retained lot will have a lot frontage 12 metres and a lot area of 530.99 m². The conveyed lot will have a frontage of 12 metres and a lot area of 572.13 m² The proposal requires variances to the Zoning By-law. Cross-Reference Minor Variance Applications A0069/22SC and A0072/22SC.  The consent application and minor variance applications are to be jointly considered by the Committee of Adjustment.,"Aug 18, 2022",1:30 p.m.,Virtual Hearing,Approved,NA,"Sep 13, 2022",NA,NA,1,"Aug 23, 2023",Conditional Consent
1866980,5080833,CO,2022-04-05,Etobicoke York,05,14,CARDELL,AVE, ,M9N,B0019/22EYK,NA,Sever Lot,Preliminary Project Review,RD (ZR),NA,NA,To obtain consent to sever the property into two undersized lots.,"Jul 6, 2023",9:30 a.m.,Virtual Hearing,Approved,NA,"Aug 3, 2023",NA,NA,NA,"Jul 13, 2024",Conditional Consent
1866981,5080881,MV,2022-04-05,Toronto East York,11,194,ROSEDALE HEIGHTS,DR, ,M4T,A0396/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f12.0; d0.6) (x1430).,Toronto,NA,"To alter the existing two-storey detached dwelling by constructing rear and side three-storey additions with second and third storey rear terraces as well as a front one-storey addition. Also, to construct a new one-storey ancillary building (pool house) in the rear yard of the property.","Jul 13, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Aug 2, 2022",NA,NA,NA,NA,TLAB Appeal
1866982,5080917,MV,2022-04-05,Toronto East York,12,144,MANOR,RD,E,M4S,A0394/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,R (d0.6) (x931) & R2 Z0.6. (ZZC),Toronto,NA,"To construct a new two-storey detached dwelling with an integral garage, a front covered porch, a rear ground floor deck and a walkout basement.","Jul 27, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Aug 16, 2022",NA,NA,NA,NA,TLAB Appeal
1866983,5081612,MV,2022-04-06,North York,15,415,BELSIZE,DR, ,M4S,A0264/22NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x930)[ZZC],North York,NA,"Proposal to construct a two-storey rear addition, pool shed, and front facade renovation.","Jul 14, 2022",10:00 a.m.,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1866984,5082136,MV,2022-04-07,Toronto East York,11,951,OSSINGTON,AVE, ,M6G,A0448/22TEY,All Other,Other,Zoning Waiver,R(d0.6) (ZAP),Toronto,NA,To permit an office use on the ground level of the existing two-storey semi-detached mixed-use building.,"Dec 13, 2023",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",Approved,NA,"Jan 2, 2024",NA,NA,NA,NA,Approved
1866985,5082331,MV,2022-04-07,Toronto East York,13,393,BERKELEY,ST, ,M5A,A0466/22TEY,All Other,Other,Zoning Review,NA,NA,NA,"CONSTRUCTION OF TWO STOREY LANEWAY SUITE (Height = 6.12m, Total Floor Area Above Grade = 156.63m2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1866986,5082616,MV,2022-04-07,Toronto East York,11,400,EUCLID,AVE, ,M6G,A0459/22TEY,All other  with OTC,Other,Zoning Review,R d0.6 H10.0m x735 (BLD),Toronto,NA,"To legalize and to maintain the existing two-storey semi-detached dwelling which was converted into a rooming house (containing a total of 22 units that were constructed without the benefit of a building permit). Also, to maintain the reconstructed front basement walkout.","Aug 17, 2022",9:30 a.m.,Virtual Hearing,Refused,NA,"Sep 6, 2022",NA,NA,NA,NA,TLAB Appeal
1866987,5083153,MV,2022-04-08,North York,08,43,RIDGE HILL,DR, ,M6C,A0250/22NY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,RD (f15.0; d0.6) [ZZC],North York,NA,"Proposal to construct a front porch, steps, attached carport, and driveway alterations.","Jun 23, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Jul 13, 2022",NA,NA,NA,NA,TLAB Appeal
1866988,5083266,MV,2022-04-08,North York,08,53,CELT,AVE, ,M6A,A0252/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD x5 [ZZC],North York,NA,Proposal to construct a new two strorey single family dwelling.,"Jun 23, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Jul 13, 2022",NA,NA,NA,NA,TLAB Appeal
1866989,5084351,CO,2022-04-12,Toronto East York,09,39,GLADSTONE,AVE, ,M6J,B0030/22TEY,NA,Sever Lot,Zoning Review,R (d1.0) (x804),Toronto,NA,To obtain consent to sever the existing lot for the purpose of a lot addition.,"Jan 18, 2023",N/A,N/A,Approved,NA,"Feb 13, 2023",NA,NA,2,"Jan 24, 2024",Conditional Consent
1866990,5084371,CO,2022-04-12,North York,16,109-111,RAILSIDE,RD, ,M3A,B0017/22NY,NA,Sever Lot,Zoning Waiver,NA,NA,NA,Proposal to sever the existing lot into 2 parcels.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1866991,5084976,MV,2022-04-13,Toronto East York,12,28,DUNVEGAN,RD, ,M4V,A0610/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f18.0; d0.35) (x961) (ZZC),Toronto,NA,"To construct a new Four-storey detached dwelling with a new rear open patio and covered porch, a first storey front balcony, and second and third storey rear balconies. Also, to construct a new one-and-one-half-storey ancillary building (coach house) and to install an in ground swimming pool in the rear yard.",NA,NA,NA,Deferred,NA,"Nov 8, 2022",NA,NA,NA,NA,Deferred
1866992,5085003,MV,2022-04-13,Etobicoke York,02,47,TILDEN,CRES, ,M9P,A0234/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,NA,NA,NA,Proposal for a rear addition (enclosure of the existing rear covered porch) and a new deck with stairs to grade at the rear of an existing SFD-detached dwelling.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1866993,5085721,MV,2022-04-14,Etobicoke York,02,3920,BLOOR,ST,W,M9B,A0283/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f13.5; a510; d0.45) (x21) [ZR],NA,NA,To construct a new rear yard car port.,"Jun 30, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jul 20, 2022",NA,NA,NA,NA,TLAB Appeal
1866994,5086006,CO,2022-04-14,North York,18,158,FLORENCE,AVE, ,M2N,B0019/22NY,NA,Sever Lot,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1866995,5086008,MV,2022-04-14,North York,18,158,FLORENCE,AVE, ,M2N,A0323/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1866996,5086009,MV,2022-04-14,North York,18,158,FLORENCE,AVE, ,M2N,A0324/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1866997,5086254,MV,2022-04-14,Toronto East York,14,26,GARNOCK,AVE, ,M4K,A0486/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x736) (ZAP),Toronto,NA,"To alter the existing two-and-one-half-storey semi-detached dwelling by constructing a rear two-storey addition, and a rear third storey addition within a deck.
~~
TLAB Hearing Date: Dec 9, 2022. 9:30.","Jul 27, 2022",3:30 p.m.,Virtual Hearing,Approved,NA,"Aug 16, 2022",NA,NA,NA,NA,TLAB Appeal
1866998,5087181,MV,2022-04-19,North York,08,150,DUNBLAINE,AVE, ,M5M,A0319/22NY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,RD/R6[ZW],North York,NA,"Proposal to construct a deck, inground pool, and pavilion in rear yard.","Aug 25, 2022",10:00 a.m.,Virtual Hearing,Refused,NA,"Sep 14, 2022",NA,NA,NA,NA,TLAB Appeal
1866999,5087899,MV,2022-04-20,Etobicoke York,02,51,WESTROYAL,RD, ,M9P,A0275/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD & R2 (ZR),NA,NA,To construct a second storey addition above the existing dwelling and a new rear deck.,"Nov 10, 2022",1:00 p.m.,Virtual Hearing,Refused,NA,"Nov 30, 2022",NA,NA,NA,NA,TLAB Appeal
1867000,5090408,MV,2022-04-26,Etobicoke York,03,37,ELIZABETH,ST, ,M8V,A0263/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RM (Waiver),NA,NA,To construct a new detached dwelling with an attached garage.,"Jun 30, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Jul 20, 2022",NA,NA,NA,NA,Approved with Conditions
1867001,5090414,MV,2022-04-26,Toronto East York,14,199,JONES,AVE, ,M4M,A0592/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,R (d0.6) (x752) (ZZC),Toronto,NA,To construct a new three-storey detached dwelling with an attached carport with a green roof terrace above. This dwelling will have one primary unit and one secondary suite (within the basement).,"Jan 11, 2023",4:30 p.m.,Virtual Hearing,Refused,NA,"Jan 31, 2023",NA,NA,NA,NA,TLAB Appeal
1867002,5090437,MV,2022-04-26,Toronto East York,14,199,JONES,AVE, ,M4M,A0593/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,R (d0.6) (x752) (ZZC),Toronto,NA,To construct a new three-storey detached dwelling with an attached carport with a green roof terrace above. This dwelling will have one primary unit and one secondary suite (within the basement).,"Jan 11, 2023",4:30 p.m.,Virtual Hearing,Refused,NA,"Jan 31, 2023",NA,NA,NA,NA,TLAB Appeal
1867003,5090709,CO,2022-04-26,North York,08,24,CARIBOU,RD, ,M5N,B0016/22NY,NA,Sever Lot,Zoning Review,RD (f9.0; a275) (x1463)/R7[ZZC],North York,NA,"To obtain consent to sever the property into two residential lots and construct two new dwellings. File numbers B0016/22NY, A0290/22NY & A0289/22NY will be jointly considered.","Jul 28, 2022",10:00 a.m.,Virtual Hearing,Refused,NA,"Aug 24, 2022",NA,NA,2,"Aug 04, 2023",Conditional Consent
1867004,5091285,CO,2022-04-27,Etobicoke York,05,245,JOHN,ST, ,M9N,B0024/22EYK,NA,Sever Lot,Zoning Review,RD (f12.0; a370; d0.4) / R1 [ZR],NA,NA,To obtain consent to sever the property into two undersized residential lots.,"Apr 27, 2023",1:00 p.m.,Virtual Hearing,Approved,NA,"May 25, 2023",NA,NA,2,"May 04, 2024",Conditional Consent
1867005,5091892,CO,2022-04-28,Etobicoke York,05,15,SHEFFIELD,ST, ,M6M,B0021/22EYK,NA,Create New Easement/ROW,Zoning Waiver,E 1.0 (Waiver),NA,NA,To obtain consent to create an easement/ right-of-way.,"Mar 7, 2024",N/A,N/A,Approved,NA,"Apr 4, 2024",NA,NA,NA,"Mar 15, 2025",Conditional Consent
1867006,5092575,CO,2022-04-29,North York,06,3621,DUFFERIN,ST, ,M3K,B0029/22NY,NA,Lot Addition,Zoning Waiver,MC (H),North York,NA,"To obtain consent to sever the lot for the purpose of a lot addition, and to create easement/right-of-way to allow for vehicular, pedestrian, and servicing access to a future north-south public road to be constructed. Related Planning Files are:  16 271500 NNY 09 SA, 17 280210 NNY 09 OZ and 18 156478 NNY 09 SB.","Dec 7, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jan 3, 2023",NA,NA,1,"Dec 14, 2023",Conditional Consent
1867007,5094806,CO,2022-05-04,Etobicoke York,05,29,DE MARCO,BLVD, ,M6L,B0026/22EYK,NA,Sever Lot,Zoning Review,RD (ZR),NA,NA,To obtain consent to sever the property into two undersized residential lots.,"Apr 27, 2023",1:00 p.m.,Virtual Hearing,Refused,NA,"May 25, 2023",NA,NA,2,NA,TLAB Appeal
1867008,5094816,MV,2022-05-04,Etobicoke York,05,29,DE MARCO,BLVD, ,M6L,A0281/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (WAIVER),NA,NA,To construct a new detached dwelling with an attached garage.,"Apr 27, 2023",1:00 p.m.,Virtual Hearing,Refused,NA,"May 17, 2023",NA,NA,NA,NA,TLAB Appeal
1867009,5094824,MV,2022-05-04,Etobicoke York,05,29,DE MARCO,BLVD, ,M6L,A0282/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (WAIVER),NA,NA,To construct a new detached dwelling with an attached garage.,"Apr 27, 2023",1:00 p.m.,Virtual Hearing,Refused,NA,"May 17, 2023",NA,NA,NA,NA,TLAB Appeal
1867010,5095294,CO,2022-05-05,Etobicoke York,05,5,VERONA,AVE, ,M6M,B0025/22EYK,NA,Sever Lot,Zoning Review,RM & R2 (ZR),NA,NA,To obtain consent to sever the property into two undersized residential lots.,"Nov 24, 2022",1:00 p.m.,Virtual Hearing,Approved,NA,"Dec 22, 2022",NA,NA,NA,"Dec 02, 2023",Conditional Consent
1867011,5095498,MV,2022-05-05,Toronto East York,04,20,MAYNARD,AVE, ,M6K,A0578/22TEY,All Other,Other,Zoning Review,R (d1.0) (x318)(BLD),Toronto,NA,"To alter the existing 16-unit, three-storey multi-residential building by adding two additional units for a total of 18 residential units (15 bachelor units and 3 two-bedroom units).","Aug 31, 2022",9:30 a.m.,Virtual Hearing,Refused,NA,"Sep 20, 2022",NA,NA,NA,NA,TLAB Appeal
1867012,5095801,MV,2022-05-05,Etobicoke York,02,2,BOWNESS,CRT, ,M9B,A0272/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD & R1 (ZR),NA,NA,"To construct a second storey addition over the exsiting dwelling, a new two-storey front addition, a new covered front porch, a new rear yard deck and a new second storey rear platform. ","Jul 28, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Aug 17, 2022",NA,NA,NA,NA,TLAB Appeal
1867013,5098330,MV,2022-05-10,North York,08,34,GREY,RD, ,M5M,A0326/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD / R6 [ZZC],North York,NA,Proposal to construct a new 2-storey dwelling,"Jul 28, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Aug 17, 2022",NA,NA,NA,NA,TLAB Appeal
